state,year,condition,instrument,measure,question_id,orientation,strat_category,strat_group,value,ci_lo,ci_hi,unit,suppressed,no_data,caution,footnote_symbol,footnote
PA,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",58.9,43.9,72.4,%,False,False,False,,
PA,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
PA,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
PA,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
PA,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,False,True,False,*,No data available
PR,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,False,True,False,*,No data available
PR,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,False,True,False,*,No data available
PR,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
PR,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
PR,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
RI,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
RI,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
RI,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
RI,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
RI,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
SC,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",34.0,20.2,51.1,%,False,False,False,,
SC,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",25.7,20.5,31.7,%,False,False,False,,
SC,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",22.9,15.4,32.7,%,False,False,False,,
SC,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",57.4,44.6,69.3,%,False,False,False,,
SC,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",30.4,21.2,41.5,%,False,False,False,,
SD,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
SD,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
SD,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
SD,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
SD,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
TN,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",49.7,35.7,63.8,%,False,False,False,,
TN,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
TN,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
TN,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",42.7,28.6,58.1,%,False,False,False,,
TN,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
TX,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",23.3,12.9,38.4,%,False,False,False,,
TX,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
TX,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",32.8,19.9,49.0,%,False,False,False,,
TX,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",21.8,12.2,36.0,%,False,False,False,,
TX,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
UT,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
UT,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
UT,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
UT,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
UT,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VA,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",35.3,27.3,44.2,%,False,False,False,,
VA,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",27.3,17.9,39.3,%,False,False,False,,
VA,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",32.7,24.9,41.5,%,False,False,False,,
VA,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",24.5,13.5,40.3,%,False,False,False,,
VA,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VI,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,False,True,False,*,No data available
VI,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,False,True,False,*,No data available
VI,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VI,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VI,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VT,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VT,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VT,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VT,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VT,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WA,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WA,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WA,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WA,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WA,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WI,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WI,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WI,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WI,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",42.5,31.0,54.9,%,False,False,False,,
WI,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",41.6,27.8,56.9,%,False,False,False,,
WV,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WV,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WV,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WV,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WV,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WY,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WY,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WY,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WY,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WY,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,"Black, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AK,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AK,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AK,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AK,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AK,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AL,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AL,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AL,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AL,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AL,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AR,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AR,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AR,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AR,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AR,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AZ,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,39.8,25.7,55.8,%,False,False,False,,
AZ,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AZ,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AZ,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,21.1,12.1,34.2,%,False,False,False,,
AZ,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CA,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CA,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CA,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CA,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,15.5,8.5,26.8,%,False,False,False,,
CA,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,19.7,10.7,33.5,%,False,False,False,,
CO,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CO,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CO,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,24.9,16.3,36.3,%,False,False,False,,
CO,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,22.1,12.6,35.9,%,False,False,False,,
CO,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,19.7,10.7,33.3,%,False,False,False,,
CT,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CT,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CT,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
CT,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,32.1,20.6,46.4,%,False,False,False,,
CT,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DC,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DC,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DC,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DC,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DC,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DE,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DE,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DE,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DE,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
DE,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
FL,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,29.2,19.8,40.8,%,False,False,False,,
FL,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
FL,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,False,True,False,*,No data available
FL,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
FL,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GA,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GA,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GA,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GA,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GA,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GU,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GU,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GU,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GU,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
GU,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
HI,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
HI,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
HI,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
HI,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
HI,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IA,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IA,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IA,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IA,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IA,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
ID,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
ID,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
ID,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
ID,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
ID,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IL,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IL,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IL,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IL,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IL,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IN,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IN,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IN,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IN,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
IN,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KS,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KS,2020,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KS,2021,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KS,2022,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KS,2023,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
KY,2019,copd,brfss,treatment,COPD02,inverse_treatment,Race/Ethnicity,Hispanic,,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
