state,year,condition,brfss_prevalence_aa,brfss_prevalence_lo,brfss_prevalence_hi,nvss_mortality_aa,nvss_mortality_lo,nvss_mortality_hi,cms_hospitalization_aa,cms_hospitalization_lo,cms_hospitalization_hi,brfss_treatment_rate,brfss_treatment_lo,brfss_treatment_hi,brfss_treatment_question,n_suppressed
PA,2023,cardiovascular,,,,,,,,,,,,,CVD02,0
PR,2019,cardiovascular,36.6,35.2,38.1,,,,,,,68.6,64.5,72.3,CVD02,0
PR,2021,cardiovascular,38.0,36.1,39.9,,,,,,,70.5,65.2,75.4,CVD02,0
PR,2023,cardiovascular,38.5,36.8,40.3,,,,,,,69.6,65.1,73.8,CVD02,0
RI,2019,cardiovascular,30.3,28.7,31.9,159.3,152.8,165.9,39.12,37.82,40.42,59.5,55.1,63.8,CVD02,0
RI,2020,cardiovascular,,,,150.5,144.3,156.8,31.97,30.79,33.16,,,,,0
RI,2021,cardiovascular,29.9,28.4,31.4,158.7,152.1,165.2,39.52,38.19,40.85,65.0,60.3,69.5,CVD02,0
RI,2022,cardiovascular,,,,152.6,146.4,158.9,39.12,37.8,40.44,,,,,0
RI,2023,cardiovascular,30.3,28.7,31.9,,,,,,,57.0,52.3,61.5,CVD02,0
SC,2019,cardiovascular,34.6,33.3,36.0,164.0,160.8,167.2,24.17,23.77,24.57,63.6,60.1,67.0,CVD02,0
SC,2020,cardiovascular,,,,170.9,167.7,174.2,20.09,19.73,20.46,,,,,0
SC,2021,cardiovascular,34.1,32.9,35.4,189.1,185.7,192.6,22.47,22.08,22.86,66.6,63.2,69.9,CVD02,0
SC,2022,cardiovascular,,,,177.7,174.4,180.9,22.81,22.42,23.2,,,,,0
SC,2023,cardiovascular,34.1,32.9,35.3,,,,,,,65.1,61.6,68.5,CVD02,0
SD,2019,cardiovascular,28.2,26.3,30.2,158.1,150.7,165.5,16.2,15.43,16.98,53.5,48.7,58.3,CVD02,0
SD,2020,cardiovascular,,,,155.2,147.9,162.6,13.66,12.95,14.37,,,,,0
SD,2021,cardiovascular,30.7,28.3,33.3,153.0,145.5,160.4,15.08,14.32,15.83,55.8,50.9,60.6,CVD02,0
SD,2022,cardiovascular,,,,158.2,150.8,165.6,14.76,14.01,15.52,,,,,0
SD,2023,cardiovascular,31.7,29.0,34.5,,,,,,,56.2,50.9,61.3,CVD02,0
TN,2019,cardiovascular,36.4,34.9,37.9,202.8,199.7,205.9,30.32,29.88,30.75,61.2,57.9,64.3,CVD02,0
TN,2020,cardiovascular,,,,212.0,208.9,215.2,24.75,24.36,25.14,,,,,0
TN,2021,cardiovascular,34.7,33.1,36.3,223.8,220.5,227.1,26.89,26.48,27.31,66.0,62.7,69.1,CVD02,0
TN,2022,cardiovascular,,,,218.3,215.1,221.5,28.27,27.85,28.7,,,,,0
TN,2023,cardiovascular,37.2,35.6,38.8,,,,,,,60.8,57.3,64.2,CVD02,0
TX,2019,cardiovascular,31.2,29.8,32.5,163.4,161.9,165.0,28.95,28.71,29.19,60.4,57.2,63.6,CVD02,0
TX,2020,cardiovascular,,,,173.9,172.3,175.4,23.58,23.37,23.8,,,,,0
TX,2021,cardiovascular,31.5,30.1,33.0,180.7,179.1,182.3,27.68,27.44,27.92,58.3,55.1,61.4,CVD02,0
TX,2022,cardiovascular,,,,172.3,170.8,173.8,29.77,29.53,30.02,,,,,0
TX,2023,cardiovascular,31.0,29.5,32.5,,,,,,,58.8,54.9,62.7,CVD02,0
UT,2019,cardiovascular,26.9,26.0,27.8,146.5,141.9,151.1,13.99,13.46,14.52,49.7,47.3,52.0,CVD02,0
UT,2020,cardiovascular,,,,155.6,150.8,160.3,12.22,11.73,12.72,,,,,0
UT,2021,cardiovascular,27.6,26.6,28.5,162.4,157.5,167.4,14.4,13.86,14.94,50.7,48.4,53.0,CVD02,0
UT,2022,cardiovascular,,,,159.4,154.6,164.1,14.4,13.86,14.94,,,,,0
UT,2023,cardiovascular,28.0,27.0,29.1,,,,,,,50.7,48.3,53.1,CVD02,0
VA,2019,cardiovascular,31.3,30.2,32.4,149.1,146.7,151.5,24.77,24.46,25.09,59.6,56.7,62.5,CVD02,0
VA,2020,cardiovascular,,,,152.0,149.5,154.4,20.2,19.91,20.48,,,,,0
VA,2021,cardiovascular,31.7,30.6,32.8,167.2,164.7,169.8,22.39,22.09,22.7,59.8,57.0,62.6,CVD02,0
VA,2022,cardiovascular,,,,159.2,156.8,161.7,21.92,21.62,22.22,,,,,0
VA,2023,cardiovascular,33.0,31.4,34.6,,,,,,,62.6,58.5,66.4,CVD02,0
VI,2019,cardiovascular,,,,,,,,,,,,,CVD02,0
VI,2021,cardiovascular,29.5,25.0,34.4,,,,,,,61.3,51.0,70.6,CVD02,0
VI,2023,cardiovascular,30.4,27.1,33.9,,,,,,,58.3,51.0,65.2,CVD02,0
VT,2019,cardiovascular,26.8,25.3,28.3,151.6,143.4,159.9,12.71,12.01,13.42,52.4,47.7,57.0,CVD02,0
VT,2020,cardiovascular,,,,167.1,158.5,175.7,11.32,10.65,11.98,,,,,0
VT,2021,cardiovascular,26.2,24.8,27.7,175.7,166.9,184.6,12.09,11.4,12.79,50.8,47.1,54.5,CVD02,0
VT,2022,cardiovascular,,,,165.1,156.8,173.4,13.65,12.9,14.41,,,,,0
VT,2023,cardiovascular,28.1,26.8,29.5,,,,,,,57.0,53.8,60.1,CVD02,0
WA,2019,cardiovascular,28.3,27.4,29.2,134.8,132.4,137.3,20.41,20.07,20.74,50.6,48.3,53.0,CVD02,0
WA,2020,cardiovascular,,,,134.6,132.1,137.0,17.47,17.16,17.78,,,,,0
WA,2021,cardiovascular,27.5,26.6,28.5,147.7,145.1,150.3,18.75,18.43,19.07,52.3,49.8,54.8,CVD02,0
WA,2022,cardiovascular,,,,142.7,140.3,145.2,18.7,18.38,19.02,,,,,0
WA,2023,cardiovascular,28.3,27.6,28.9,,,,,,,51.5,49.9,53.0,CVD02,0
WI,2019,cardiovascular,27.9,26.4,29.4,158.8,155.9,161.6,28.98,28.49,29.46,53.8,50.2,57.4,CVD02,0
WI,2020,cardiovascular,,,,162.2,159.4,165.1,25.04,24.59,25.5,,,,,0
WI,2021,cardiovascular,28.0,26.6,29.5,171.7,168.7,174.7,27.89,27.4,28.38,57.7,53.4,62.0,CVD02,0
WI,2022,cardiovascular,,,,166.6,163.7,169.5,28.46,27.97,28.96,,,,,0
WI,2023,cardiovascular,29.5,28.5,30.5,,,,,,,59.2,56.1,62.2,CVD02,0
WV,2019,cardiovascular,39.0,37.4,40.7,197.4,191.9,202.9,32.49,31.71,33.27,64.7,60.6,68.5,CVD02,0
WV,2020,cardiovascular,,,,197.8,192.2,203.3,27.99,27.25,28.73,,,,,0
WV,2021,cardiovascular,38.3,36.9,39.7,223.0,217.0,229.0,29.36,28.59,30.14,66.8,63.8,69.8,CVD02,0
WV,2022,cardiovascular,,,,209.5,203.8,215.2,28.3,27.52,29.07,,,,,0
WV,2023,cardiovascular,39.6,37.9,41.3,,,,,,,66.2,62.2,70.0,CVD02,0
WY,2019,cardiovascular,28.2,26.5,30.0,150.4,141.2,159.6,10.47,9.76,11.18,46.9,43.6,50.3,CVD02,0
WY,2020,cardiovascular,,,,160.4,151.0,169.8,8.05,7.44,8.66,,,,,0
WY,2021,cardiovascular,27.2,25.5,29.0,159.4,149.8,169.0,8.66,8.02,9.29,55.1,49.5,60.6,CVD02,0
WY,2022,cardiovascular,,,,157.1,147.8,166.4,10.16,9.48,10.83,,,,,0
WY,2023,cardiovascular,28.1,26.5,29.7,,,,,,,54.2,49.8,58.6,CVD02,0
AK,2019,diabetes,7.2,6.1,8.5,45.8,40.4,51.2,,,,,,,,0
AK,2020,diabetes,7.4,6.4,8.6,65.8,59.5,72.2,,,,,,,,0
AK,2021,diabetes,8.1,7.2,9.2,74.8,68.1,81.6,,,,,,,,0
AK,2022,diabetes,8.5,7.6,9.4,65.4,59.2,71.6,,,,,,,,0
AK,2023,diabetes,8.2,7.4,9.2,,,,,,,,,,,0
AL,2019,diabetes,12.4,11.5,13.2,52.6,50.7,54.4,,,,,,,,0
AL,2020,diabetes,13.1,12.1,14.3,73.7,71.5,75.9,,,,,,,,0
AL,2021,diabetes,13.5,12.3,14.8,82.9,80.6,85.2,,,,,,,,0
AL,2022,diabetes,13.6,12.4,14.9,74.7,72.6,76.8,,,,,,,,0
AL,2023,diabetes,14.0,12.7,15.3,,,,,,,,,,,0
AR,2019,diabetes,12.3,11.2,13.4,82.5,79.6,85.4,,,,,,,,0
AR,2020,diabetes,11.9,10.9,13.0,104.7,101.4,107.9,,,,,,,,0
AR,2021,diabetes,11.0,10.0,12.0,120.4,116.8,124.0,,,,,,,,0
AR,2022,diabetes,14.1,13.0,15.3,107.7,104.4,111.0,,,,,,,,0
AR,2023,diabetes,13.1,12.0,14.3,,,,,,,,,,,0
AZ,2019,diabetes,9.9,8.9,10.9,59.4,57.8,61.0,,,,,,,,0
AZ,2020,diabetes,9.9,9.1,10.7,83.2,81.3,85.0,,,,,,,,0
AZ,2021,diabetes,9.8,9.1,10.6,94.9,92.8,96.9,,,,,,,,0
AZ,2022,diabetes,11.4,10.4,12.4,77.9,76.1,79.7,,,,,,,,0
AZ,2023,diabetes,9.9,9.2,10.7,,,,,,,,,,,0
CA,2019,diabetes,9.5,8.9,10.2,72.9,72.1,73.7,,,,,,,,0
CA,2020,diabetes,9.3,8.3,10.5,98.7,97.8,99.6,,,,,,,,0
CA,2021,diabetes,10.9,10.0,12.0,106.5,105.5,107.4,,,,,,,,0
CA,2022,diabetes,10.7,9.8,11.6,89.3,88.4,90.1,,,,,,,,0
CA,2023,diabetes,10.6,9.8,11.4,,,,,,,,,,,0
CO,2019,diabetes,6.6,6.1,7.2,72.7,70.5,74.9,,,,,,,,0
CO,2020,diabetes,7.1,6.6,7.6,91.0,88.6,93.4,,,,,,,,0
CO,2021,diabetes,6.5,6.0,7.1,102.2,99.7,104.8,,,,,,,,0
CO,2022,diabetes,7.6,6.9,8.3,91.0,88.7,93.4,,,,,,,,0
CO,2023,diabetes,8.0,7.3,8.7,,,,,,,,,,,0
CT,2019,diabetes,8.3,7.6,9.0,44.4,42.5,46.3,,,,,,,,0
CT,2020,diabetes,8.3,7.5,9.1,60.3,58.0,62.5,,,,,,,,0
CT,2021,diabetes,9.4,8.6,10.2,47.8,45.8,49.8,,,,,,,,0
CT,2022,diabetes,9.2,8.4,10.1,46.5,44.5,48.4,,,,,,,,0
CT,2023,diabetes,8.4,7.6,9.3,,,,,,,,,,,0
DC,2019,diabetes,9.5,8.4,10.7,74.2,67.6,80.8,,,,,,,,0
DC,2020,diabetes,8.4,7.3,9.6,138.6,129.8,147.4,,,,,,,,0
DC,2021,diabetes,8.4,7.3,9.6,124.5,116.0,133.1,,,,,,,,0
DC,2022,diabetes,8.8,7.6,10.1,95.6,88.2,103.0,,,,,,,,0
DC,2023,diabetes,8.2,7.1,9.5,,,,,,,,,,,0
DE,2019,diabetes,11.0,9.8,12.4,50.2,46.3,54.1,,,,,,,,0
DE,2020,diabetes,10.6,9.4,12.0,85.8,80.8,90.8,,,,,,,,0
DE,2021,diabetes,10.0,8.8,11.3,94.5,89.2,99.8,,,,,,,,0
DE,2022,diabetes,11.9,10.7,13.3,98.5,93.2,103.7,,,,,,,,0
DE,2023,diabetes,11.1,9.8,12.6,,,,,,,,,,,0
FL,2019,diabetes,9.5,8.7,10.3,52.6,51.8,53.4,,,,,,,,0
FL,2020,diabetes,9.6,8.6,10.6,76.1,75.2,77.1,,,,,,,,0
FL,2021,diabetes,,,,76.3,75.3,77.2,,,,,,,,0
FL,2022,diabetes,9.6,8.8,10.6,64.2,63.3,65.0,,,,,,,,0
FL,2023,diabetes,10.1,9.1,11.1,,,,,,,,,,,0
GA,2019,diabetes,11.3,10.3,12.3,64.5,63.1,66.0,,,,,,,,0
GA,2020,diabetes,10.8,10.0,11.6,84.2,82.5,85.9,,,,,,,,0
GA,2021,diabetes,11.5,10.6,12.5,94.9,93.1,96.7,,,,,,,,0
GA,2022,diabetes,11.0,10.3,11.9,83.1,81.5,84.8,,,,,,,,0
GA,2023,diabetes,11.5,10.7,12.3,,,,,,,,,,,0
GU,2019,diabetes,13.5,11.7,15.5,,,,,,,,,,,0
GU,2020,diabetes,16.2,13.5,19.3,,,,,,,,,,,0
GU,2021,diabetes,12.5,9.7,16.1,,,,,,,,,,,0
GU,2022,diabetes,21.5,18.3,25.2,,,,,,,,,,,0
GU,2023,diabetes,16.2,13.8,18.9,,,,,,,,,,,0
HI,2019,diabetes,9.3,8.6,10.1,56.4,52.9,59.8,,,,,,,,0
HI,2020,diabetes,9.5,8.7,10.4,62.2,58.7,65.8,,,,,,,,0
HI,2021,diabetes,8.1,7.4,9.0,66.9,63.3,70.6,,,,,,,,0
HI,2022,diabetes,10.4,9.5,11.4,63.0,59.6,66.5,,,,,,,,0
HI,2023,diabetes,9.5,8.7,10.5,,,,,,,,,,,0
IA,2019,diabetes,9.1,8.5,9.7,82.1,79.3,84.9,,,,,,,,0
IA,2020,diabetes,9.1,8.5,9.7,108.6,105.4,111.8,,,,,,,,0
IA,2021,diabetes,8.7,8.0,9.3,107.5,104.3,110.7,,,,,,,,0
IA,2022,diabetes,10.3,9.6,11.1,100.0,96.9,103.0,,,,,,,,0
IA,2023,diabetes,9.9,9.2,10.7,,,,,,,,,,,0
ID,2019,diabetes,9.3,8.4,10.4,80.3,76.4,84.2,,,,,,,,0
ID,2020,diabetes,8.0,7.1,9.0,98.0,93.8,102.3,,,,,,,,0
ID,2021,diabetes,8.8,8.1,9.6,113.5,108.9,118.1,,,,,,,,0
ID,2022,diabetes,8.9,8.1,9.7,98.7,94.6,102.8,,,,,,,,0
ID,2023,diabetes,8.7,7.9,9.6,,,,,,,,,,,0
IL,2019,diabetes,10.1,9.3,10.9,53.6,52.4,54.7,,,,,,,,0
IL,2020,diabetes,9.4,8.3,10.6,88.4,86.9,89.9,,,,,,,,0
IL,2021,diabetes,9.7,8.5,10.9,77.2,75.8,78.6,,,,,,,,0
IL,2022,diabetes,10.8,9.7,11.9,68.6,67.3,69.9,,,,,,,,0
IL,2023,diabetes,10.9,9.9,12.1,,,,,,,,,,,0
IN,2019,diabetes,11.3,10.6,12.1,81.4,79.4,83.4,,,,,,,,0
IN,2020,diabetes,10.7,10.0,11.4,107.8,105.5,110.0,,,,,,,,0
IN,2021,diabetes,11.0,10.3,11.7,112.2,109.8,114.5,,,,,,,,0
IN,2022,diabetes,11.3,10.7,12.0,99.5,97.3,101.7,,,,,,,,0
IN,2023,diabetes,11.7,11.1,12.4,,,,,,,,,,,0
KS,2019,diabetes,9.9,9.3,10.5,68.5,65.8,71.3,,,,,,,,0
KS,2020,diabetes,10.1,9.5,10.8,91.4,88.3,94.6,,,,,,,,0
KS,2021,diabetes,10.1,9.6,10.7,87.2,84.1,90.3,,,,,,,,0
KS,2022,diabetes,10.2,9.6,10.9,82.0,79.0,85.0,,,,,,,,0
KS,2023,diabetes,10.5,9.7,11.3,,,,,,,,,,,0
KY,2019,diabetes,11.8,10.9,12.7,125.1,122.2,128.1,,,,,,,,0
KY,2020,diabetes,11.6,10.5,12.7,145.2,142.0,148.4,,,,,,,,0
KY,2021,diabetes,12.5,11.4,13.8,167.3,163.8,170.8,,,,,,,,0
KY,2022,diabetes,13.0,11.8,14.4,147.3,144.1,150.5,,,,,,,,0
KY,2023,diabetes,,,,,,,,,,,,,,0
LA,2019,diabetes,11.5,10.5,12.4,73.3,71.0,75.6,,,,,,,,0
LA,2020,diabetes,12.9,11.8,14.1,108.2,105.4,111.0,,,,,,,,0
LA,2021,diabetes,12.5,11.3,13.7,110.2,107.3,113.0,,,,,,,,0
LA,2022,diabetes,13.3,12.3,14.3,94.4,91.8,97.0,,,,,,,,0
LA,2023,diabetes,14.6,13.4,15.8,,,,,,,,,,,0
MA,2019,diabetes,7.5,6.8,8.2,45.5,44.1,46.9,,,,,,,,0
MA,2020,diabetes,7.7,7.0,8.6,60.1,58.5,61.7,,,,,,,,0
MA,2021,diabetes,7.9,7.1,8.7,56.8,55.2,58.4,,,,,,,,0
MA,2022,diabetes,9.2,8.5,10.0,53.0,51.5,54.5,,,,,,,,0
MA,2023,diabetes,8.5,7.8,9.4,,,,,,,,,,,0
MD,2019,diabetes,9.9,9.3,10.5,75.2,73.2,77.2,,,,,,,,0
MD,2020,diabetes,9.2,8.6,9.8,107.4,105.0,109.8,,,,,,,,0
MD,2021,diabetes,9.8,9.3,10.5,108.8,106.4,111.2,,,,,,,,0
MD,2022,diabetes,10.6,9.9,11.3,99.4,97.2,101.7,,,,,,,,0
MD,2023,diabetes,10.9,10.2,11.7,,,,,,,,,,,0
ME,2019,diabetes,8.8,8.1,9.6,64.2,60.6,67.7,,,,,,,,0
ME,2020,diabetes,8.3,7.6,9.0,70.8,67.2,74.5,,,,,,,,0
ME,2021,diabetes,8.2,7.6,8.9,82.0,77.9,86.0,,,,,,,,0
ME,2022,diabetes,9.1,8.3,9.9,78.9,75.1,82.8,,,,,,,,0
ME,2023,diabetes,9.0,8.4,9.7,,,,,,,,,,,0
MI,2019,diabetes,9.7,9.0,10.3,66.6,65.2,68.0,,,,,,,,0
MI,2020,diabetes,10.7,9.9,11.6,88.6,86.9,90.2,,,,,,,,0
MI,2021,diabetes,9.5,8.8,10.2,93.9,92.2,95.6,,,,,,,,0
MI,2022,diabetes,10.0,9.3,10.7,82.9,81.3,84.4,,,,,,,,0
MI,2023,diabetes,10.9,10.1,11.8,,,,,,,,,,,0
MN,2019,diabetes,7.9,7.4,8.4,87.9,85.6,90.1,,,,,,,,0
MN,2020,diabetes,7.9,7.4,8.3,111.8,109.3,114.2,,,,,,,,0
MN,2021,diabetes,8.0,7.5,8.4,114.6,112.0,117.1,,,,,,,,0
MN,2022,diabetes,9.0,8.5,9.6,106.0,103.6,108.3,,,,,,,,0
MN,2023,diabetes,9.3,8.6,10.0,,,,,,,,,,,0
MO,2019,diabetes,9.1,8.4,9.9,58.8,57.1,60.5,,,,,,,,0
MO,2020,diabetes,9.5,8.8,10.3,77.0,75.1,79.0,,,,,,,,0
MO,2021,diabetes,10.0,9.3,10.8,82.5,80.4,84.5,,,,,,,,0
MO,2022,diabetes,10.2,9.4,11.1,78.8,76.8,80.7,,,,,,,,0
MO,2023,diabetes,10.7,9.9,11.7,,,,,,,,,,,0
MS,2019,diabetes,13.5,12.5,14.5,118.5,114.9,122.2,,,,,,,,0
MS,2020,diabetes,13.3,12.3,14.3,164.6,160.4,168.9,,,,,,,,0
MS,2021,diabetes,13.8,12.6,15.1,182.8,178.3,187.4,,,,,,,,0
MS,2022,diabetes,13.9,12.7,15.3,160.3,156.1,164.5,,,,,,,,0
MS,2023,diabetes,15.1,13.7,16.6,,,,,,,,,,,0
MT,2019,diabetes,6.4,5.8,7.1,68.2,63.8,72.6,,,,,,,,0
MT,2020,diabetes,7.8,7.1,8.6,89.9,85.0,94.9,,,,,,,,0
MT,2021,diabetes,7.7,7.0,8.5,100.9,95.6,106.2,,,,,,,,0
MT,2022,diabetes,7.1,6.5,7.8,89.2,84.3,94.0,,,,,,,,0
MT,2023,diabetes,7.9,7.2,8.7,,,,,,,,,,,0
NC,2019,diabetes,10.7,9.8,11.7,68.1,66.6,69.5,,,,,,,,0
NC,2020,diabetes,11.1,10.2,12.1,82.6,81.0,84.1,,,,,,,,0
NC,2021,diabetes,11.2,10.2,12.2,95.2,93.4,96.9,,,,,,,,0
NC,2022,diabetes,10.8,9.7,12.0,92.0,90.3,93.6,,,,,,,,0
NC,2023,diabetes,11.0,9.8,12.3,,,,,,,,,,,0
ND,2019,diabetes,8.3,7.5,9.1,70.9,65.3,76.4,,,,,,,,0
ND,2020,diabetes,9.4,8.4,10.5,91.8,85.5,98.1,,,,,,,,0
ND,2021,diabetes,8.9,8.1,9.8,87.9,81.7,94.1,,,,,,,,0
ND,2022,diabetes,9.0,8.1,10.0,81.4,75.5,87.3,,,,,,,,0
ND,2023,diabetes,8.9,8.1,9.7,,,,,,,,,,,0
NE,2019,diabetes,9.2,8.7,9.8,87.9,84.1,91.7,,,,,,,,0
NE,2020,diabetes,9.0,8.4,9.7,117.8,113.4,122.2,,,,,,,,0
NE,2021,diabetes,8.7,8.2,9.3,118.8,114.3,123.3,,,,,,,,0
NE,2022,diabetes,9.8,9.0,10.6,109.0,104.8,113.1,,,,,,,,0
NE,2023,diabetes,9.7,9.0,10.3,,,,,,,,,,,0
NH,2019,diabetes,8.1,7.2,9.1,60.2,56.6,63.7,,,,,,,,0
NH,2020,diabetes,7.5,6.8,8.3,70.0,66.2,73.8,,,,,,,,0
NH,2021,diabetes,7.3,6.5,8.2,76.0,72.0,80.0,,,,,,,,0
NH,2022,diabetes,8.2,7.4,9.1,73.3,69.5,77.1,,,,,,,,0
NH,2023,diabetes,7.9,7.1,8.8,,,,,,,,,,,0
NJ,2019,diabetes,,,,49.7,48.4,51.0,,,,,,,,0
NJ,2020,diabetes,8.7,8.0,9.3,74.2,72.6,75.7,,,,,,,,0
NJ,2021,diabetes,8.8,8.1,9.6,59.0,57.6,60.4,,,,,,,,0
NJ,2022,diabetes,9.5,8.6,10.5,54.0,52.7,55.3,,,,,,,,0
NJ,2023,diabetes,9.1,8.4,9.9,,,,,,,,,,,0
NM,2019,diabetes,11.1,10.1,12.2,73.6,70.3,76.9,,,,,,,,0
NM,2020,diabetes,11.2,10.1,12.4,102.0,98.1,105.9,,,,,,,,0
NM,2021,diabetes,12.0,11.0,13.1,110.5,106.4,114.6,,,,,,,,0
NM,2022,diabetes,11.2,10.0,12.4,102.1,98.2,106.0,,,,,,,,0
NM,2023,diabetes,10.8,9.3,12.6,,,,,,,,,,,0
NV,2019,diabetes,10.0,8.6,11.7,63.4,60.8,66.1,,,,,,,,0
NV,2020,diabetes,10.0,8.6,11.6,82.6,79.6,85.5,,,,,,,,0
NV,2021,diabetes,10.3,8.9,11.9,98.7,95.4,102.0,,,,,,,,0
NV,2022,diabetes,8.8,7.7,10.0,89.6,86.5,92.6,,,,,,,,0
NV,2023,diabetes,10.8,8.9,13.0,,,,,,,,,,,0
NY,2019,diabetes,9.5,8.8,10.2,56.9,55.9,57.8,,,,,,,,0
NY,2020,diabetes,9.2,8.6,9.9,86.9,85.8,88.1,,,,,,,,0
NY,2021,diabetes,10.2,9.7,10.7,71.9,70.8,72.9,,,,,,,,0
NY,2022,diabetes,10.0,9.4,10.7,67.7,66.7,68.7,,,,,,,,0
NY,2023,diabetes,9.5,8.9,10.1,,,,,,,,,,,0
OH,2019,diabetes,10.4,9.7,11.1,79.4,77.9,80.8,,,,,,,,0
OH,2020,diabetes,11.0,10.4,11.7,97.7,96.1,99.3,,,,,,,,0
OH,2021,diabetes,11.0,10.4,11.7,104.3,102.6,106.0,,,,,,,,0
OH,2022,diabetes,11.4,10.8,12.2,91.5,90.0,93.1,,,,,,,,0
OH,2023,diabetes,11.5,10.8,12.2,,,,,,,,,,,0
OK,2019,diabetes,11.2,10.4,12.1,140.4,137.0,143.8,,,,,,,,0
OK,2020,diabetes,12.0,11.0,13.1,183.5,179.6,187.4,,,,,,,,0
OK,2021,diabetes,11.8,10.8,12.8,216.4,212.1,220.7,,,,,,,,0
OK,2022,diabetes,12.2,11.4,13.2,192.1,188.2,196.1,,,,,,,,0
OK,2023,diabetes,11.3,10.5,12.1,,,,,,,,,,,0
OR,2019,diabetes,7.5,6.8,8.3,85.9,83.4,88.4,,,,,,,,0
OR,2020,diabetes,8.4,7.6,9.3,98.5,95.8,101.1,,,,,,,,0
OR,2021,diabetes,8.4,7.6,9.3,114.8,111.9,117.7,,,,,,,,0
OR,2022,diabetes,9.1,8.2,10.1,110.8,108.0,113.6,,,,,,,,0
OR,2023,diabetes,9.5,8.7,10.5,,,,,,,,,,,0
PA,2019,diabetes,9.3,8.5,10.2,62.7,61.5,63.9,,,,,,,,0
PA,2020,diabetes,9.9,9.0,10.8,82.5,81.2,83.9,,,,,,,,0
PA,2021,diabetes,9.5,8.7,10.4,83.6,82.3,85.0,,,,,,,,0
PA,2022,diabetes,10.1,8.8,11.5,75.5,74.3,76.8,,,,,,,,0
PA,2023,diabetes,,,,,,,,,,,,,,0
PR,2019,diabetes,14.5,13.6,15.6,,,,,,,,,,,0
PR,2020,diabetes,13.4,12.1,14.9,,,,,,,,,,,0
PR,2021,diabetes,14.5,13.3,15.9,,,,,,,,,,,0
PR,2022,diabetes,15.2,14.1,16.4,,,,,,,,,,,0
PR,2023,diabetes,16.1,14.8,17.5,,,,,,,,,,,0
RI,2019,diabetes,9.1,8.3,10.1,65.0,60.7,69.2,,,,,,,,0
RI,2020,diabetes,9.2,8.2,10.2,91.7,86.7,96.7,,,,,,,,0
RI,2021,diabetes,9.2,8.3,10.2,73.0,68.6,77.5,,,,,,,,0
RI,2022,diabetes,10.2,9.3,11.1,98.3,93.3,103.4,,,,,,,,0
RI,2023,diabetes,10.0,9.1,11.0,,,,,,,,,,,0
SC,2019,diabetes,11.7,10.8,12.6,74.0,71.9,76.1,,,,,,,,0
SC,2020,diabetes,12.1,10.9,13.3,101.1,98.7,103.6,,,,,,,,0
SC,2021,diabetes,12.1,11.3,12.9,133.1,130.3,136.0,,,,,,,,0
SC,2022,diabetes,11.1,10.3,11.9,126.5,123.8,129.2,,,,,,,,0
SC,2023,diabetes,12.7,11.9,13.6,,,,,,,,,,,0
SD,2019,diabetes,9.3,8.1,10.8,92.0,86.2,97.8,,,,,,,,0
SD,2020,diabetes,7.0,6.0,8.1,130.7,123.9,137.5,,,,,,,,0
SD,2021,diabetes,9.6,8.3,11.2,120.5,113.8,127.2,,,,,,,,0
SD,2022,diabetes,8.1,6.8,9.6,113.2,106.9,119.5,,,,,,,,0
SD,2023,diabetes,10.7,8.9,12.8,,,,,,,,,,,0
TN,2019,diabetes,12.2,11.3,13.2,87.9,85.9,90.0,,,,,,,,0
TN,2020,diabetes,12.8,11.6,14.1,109.5,107.3,111.8,,,,,,,,0
TN,2021,diabetes,12.3,11.3,13.4,120.7,118.3,123.1,,,,,,,,0
TN,2022,diabetes,13.1,12.1,14.2,109.2,107.0,111.4,,,,,,,,0
TN,2023,diabetes,12.7,11.7,13.8,,,,,,,,,,,0
TX,2019,diabetes,11.9,10.9,13.0,81.8,80.8,82.9,,,,,,,,0
TX,2020,diabetes,12.2,11.1,13.3,115.7,114.5,117.0,,,,,,,,0
TX,2021,diabetes,11.2,10.2,12.2,124.3,123.0,125.6,,,,,,,,0
TX,2022,diabetes,13.4,12.4,14.6,102.6,101.5,103.8,,,,,,,,0
TX,2023,diabetes,12.1,11.0,13.3,,,,,,,,,,,0
UT,2019,diabetes,8.4,7.8,9.0,67.2,64.1,70.3,,,,,,,,0
UT,2020,diabetes,8.6,8.0,9.2,84.4,81.0,87.8,,,,,,,,0
UT,2021,diabetes,8.3,7.7,8.9,91.2,87.7,94.8,,,,,,,,0
UT,2022,diabetes,9.1,8.4,9.7,77.3,74.1,80.6,,,,,,,,0
UT,2023,diabetes,8.1,7.5,8.7,,,,,,,,,,,0
VA,2019,diabetes,9.9,9.3,10.6,55.5,54.0,56.9,,,,,,,,0
VA,2020,diabetes,9.9,9.2,10.7,71.8,70.2,73.4,,,,,,,,0
VA,2021,diabetes,10.2,9.5,11.0,82.6,80.8,84.4,,,,,,,,0
VA,2022,diabetes,11.3,10.6,12.2,79.3,77.6,81.0,,,,,,,,0
VA,2023,diabetes,10.4,9.5,11.4,,,,,,,,,,,0
VI,2019,diabetes,,,,,,,,,,,,,,0
VI,2020,diabetes,,,,,,,,,,,,,,0
VI,2021,diabetes,13.1,8.8,19.1,,,,,,,,,,,0
VI,2022,diabetes,12.5,9.4,16.5,,,,,,,,,,,0
VI,2023,diabetes,12.2,10.3,14.4,,,,,,,,,,,0
